audit,repository,source_sha,path,requested_scope,coverage_limit,focus,connector_response_ids,source_url
previous-delivered-ledger,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/tool-runtime/src/tools/shell.rs,search excerpt around child.wait,search excerpt only,same EOF wait pattern; not full file,,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/tool-runtime/src/tools/shell.rs
previous-delivered-ledger,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/agent-contracts/src/context.rs,1570-1695;1690-1900,partial file,serialized misses vs total method,,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/agent-contracts/src/context.rs
previous-delivered-ledger,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/agent-replay/src/run_summary.rs,1-172,partial file,summary field mismatch/mixed runs/reading,,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/agent-replay/src/run_summary.rs
previous-delivered-ledger,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/agent-tui/src/state.rs,1-280;260-390,partial file,resync/log order/run filter/live folding,,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/agent-tui/src/state.rs
previous-delivered-ledger,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/agent-tui/src/main.rs,180-213;632-716,partial file; other command branches from prior same-SHA review,product flags/busy queue/help,,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/agent-tui/src/main.rs
previous-delivered-ledger,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,docs/ROADMAP.md,1-122,partial file,closed gate vs live old route,,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/docs/ROADMAP.md
previous-delivered-ledger,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/context-simple/src/materializer.rs,283-351,partial file,PromptRequired duplicate,,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/context-simple/src/materializer.rs
previous-delivered-ledger,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/agent-runtime/src/prompt.rs,940-1028,partial file,path/revision body omission,,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/agent-runtime/src/prompt.rs
previous-delivered-ledger,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/agent-runtime/src/command.rs,266-317,partial file,existing continuation and read-only commands,,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/agent-runtime/src/command.rs
previous-delivered-ledger,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/tool-runtime/src/tools/task_manage.rs,1-75,partial file,bounded progress proposal vs operator authority,,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/tool-runtime/src/tools/task_manage.rs
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,Cargo.toml,full,full returned,workspace members and dependency baseline,148,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/Cargo.toml
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,.github/workflows/ci.yml,full,full returned,debug build/test jobs and toolchain,149,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/.github/workflows/ci.yml
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,.github/workflows/package.yml,full,full returned,release build/smoke scope; package invocation,201,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/.github/workflows/package.yml
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/agent-workspace/src/confined.rs,1-350;351-710;711-1080;1081-1450,full returned through EOF across ranges,"Unix open flags, Windows raw handle ownership, recovery-safe helpers",151;152;153;154,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/agent-workspace/src/confined.rs
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/agent-workspace/src/runtime_facts.rs,full,full returned,project marker callers and synchronous file opens,156,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/agent-workspace/src/runtime_facts.rs
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/agent-storage/src/lib.rs,1-390;391-790;791-1185;1186-1615;1530-1860;65-209;210-535;535-647,full returned through EOF across overlapping ranges,authority open/compaction/publication/error fencing; checkpoints; tests,158;159;160;161;162;195;196;197,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/agent-storage/src/lib.rs
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/provider-openai/src/sse.rs,1-345;346-760,partial; latter response truncated; later tests not fully read,Chat terminal reasons and SSE event routing/framer,164;165,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/provider-openai/src/sse.rs
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/provider-openai/src/lib.rs,1-340;341-695,partial,HTTP error body handling and streamed finalization branches,167;168,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/provider-openai/src/lib.rs
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/provider-openai/src/responses.rs,1-340,partial,Responses output-limit classification and terminal event handling,176,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/provider-openai/src/responses.rs
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/agent-process/src/supervisor.rs,full,full returned,kill/reap ownership and timeout outcomes,170,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/agent-process/src/supervisor.rs
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/agent-process/src/frame.rs,full,full returned,bounded incremental frame codec and tests,171,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/agent-process/src/frame.rs
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/agent-process/src/session.rs,full,full returned,session poison/error boundaries and tests,172,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/agent-process/src/session.rs
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/agent-process/src/host.rs,1250-1580,partial,"tree kill, poison/reap caller, Windows Job support",179,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/agent-process/src/host.rs
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/agent-capability-process/src/mcp.rs,1-340;341-680;681-1020,partial; production path and beginning of tests,request write/read cancellation; lazy connect; bounded wire; adapter teardown,174;175;177,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/agent-capability-process/src/mcp.rs
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/agent-core/src/operation.rs,1-330;560-820,partial,append error fencing vs explicit compaction and registry authority,187;188,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/agent-core/src/operation.rs
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/agent-core/src/kernel/mod.rs,1-285,partial,"journal recovery, epoch and compaction forwarding",190,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/agent-core/src/kernel/mod.rs
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/context-simple/src/index/dependency.rs,full,full returned,pre-sort candidate truncation,191,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/context-simple/src/index/dependency.rs
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/context-simple/src/index/indexes.rs,1-195,partial,creation order vs swap_remove mutations,192,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/context-simple/src/index/indexes.rs
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/context-simple/src/materializer.rs,320-435,partial,dependency body expansion restriction; old selection issue remains visible,194,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/context-simple/src/materializer.rs
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/tool-runtime/src/tools/process.rs,900-1135,partial,"host-trusted process registration bypass, EOF wait and guard disarm",204,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/tool-runtime/src/tools/process.rs
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,crates/tool-runtime/src/proof_runner.rs,105-180,partial,host proof runner enables host_trusted with no effect context,205,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/crates/tool-runtime/src/proof_runner.rs
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,scripts/dist.sh,full,full returned; exact 1210-byte local copy matches git blob SHA-1,target/output paths and stale artifact packaging,182,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/scripts/dist.sh
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,scripts/dist.ps1,full,full returned; not executed on Windows,target/output paths and native exit-code handling,183,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/scripts/dist.ps1
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,scripts/doc_consistency.py,full,full returned; not run against an unavailable checkout,actual limits of document consistency checks,185,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/scripts/doc_consistency.py
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,INSTALL.md,full,full returned,installation/upgrade assertions; no inherited test claims,184,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/INSTALL.md
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,docs/RECOVERY_RUNBOOK.md,full,full returned,"resume, proof/cancel, lag resync and operational claims",198,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/docs/RECOVERY_RUNBOOK.md
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,docs/COMPATIBILITY.md,full,full returned,declared compatibility; not complete consumer conformance verification,199,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/docs/COMPATIBILITY.md
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,docs/CURRENT.md,full,full returned,current/pending statements compared to checked-in files,200,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/docs/CURRENT.md
2026-09-06-deep,Ye-Luo-0912/context-agent-prototype,12c86283b8d5991e9f17a07f14871dcf39d65066,docs/EXECUTION_MODEL.md,full,full returned,task/runtime authority and durability framing,203,https://github.com/Ye-Luo-0912/context-agent-prototype/blob/12c86283b8d5991e9f17a07f14871dcf39d65066/docs/EXECUTION_MODEL.md
